"LoincCode","AtomName","CanonicalInvestigationLoincCode","CanonicalInvestigationName","Category","Unit","Type","Required"
"33037-3","Anion gap in Serum or Plasma by calculation","24321-2","Basic metabolic 2000 panel - Serum or Plasma","lab","mmol/L","numeric",""
"1963-8","Bicarbonate [Moles/volume] in Serum or Plasma","24321-2","Basic metabolic 2000 panel - Serum or Plasma","lab","mmol/L","numeric",""
"50044-7","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among female population","24321-2","Basic metabolic 2000 panel - Serum or Plasma","lab","mL/min/{1.73_m2}","numeric",""
"48642-3","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among non black population","24321-2","Basic metabolic 2000 panel - Serum or Plasma","lab","mL/min/{1.73_m2}","numeric",""
"48643-1","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among black population","24321-2","Basic metabolic 2000 panel - Serum or Plasma","lab","mL/min/{1.73_m2}","numeric",""
"62238-1","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)/1.73 sq M","24321-2","Basic metabolic 2000 panel - Serum or Plasma","lab","mL/min/{1.73_m2}","numeric",""
"88293-6","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)/1.73 sq M among black population","24321-2","Basic metabolic 2000 panel - Serum or Plasma","lab","mL/min/{1.73_m2}","numeric",""
"88294-4","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)/1.73 sq M among non black population","24321-2","Basic metabolic 2000 panel - Serum or Plasma","lab","mL/min/{1.73_m2}","numeric",""
"70969-1","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among male population","24321-2","Basic metabolic 2000 panel - Serum or Plasma","lab","mL/min","numeric",""
"77147-7","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M","24321-2","Basic metabolic 2000 panel - Serum or Plasma","lab","mL/min/{1.73_m2}","numeric",""
"1751-7","Albumin [Mass/volume] in Serum or Plasma","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","g/dL","numeric",""
"17861-6","Calcium [Mass/volume] in Serum or Plasma","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mg/dL","numeric",""
"2160-0","Creatinine [Mass/volume] in Serum or Plasma","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mg/dL","numeric",""
"2345-7","Glucose [Mass/volume] in Serum or Plasma","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mg/dL","numeric",""
"6768-6","Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","U/L","numeric",""
"2885-2","Protein [Mass/volume] in Serum or Plasma","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","g/dL","numeric",""
"1742-6","Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","U/L","numeric",""
"1920-8","Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","U/L","numeric",""
"3094-0","Urea nitrogen [Mass/volume] in Serum or Plasma","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mg/dL","numeric",""
"3097-3","Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mg/mg{creat}","numeric",""
"2028-9","Carbon dioxide, total [Moles/volume] in Serum or Plasma","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mmol/L","numeric",""
"2075-0","Chloride [Moles/volume] in Serum or Plasma","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mmol/L","numeric",""
"2823-3","Potassium [Moles/volume] in Serum or Plasma","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mmol/L","numeric",""
"2951-2","Sodium [Moles/volume] in Serum or Plasma","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mmol/L","numeric",""
"33037-3","Anion gap in Serum or Plasma by calculation","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mmol/L","numeric",""
"1963-8","Bicarbonate [Moles/volume] in Serum or Plasma","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mmol/L","numeric",""
"1975-2","Bilirubin.total [Mass/volume] in Serum or Plasma","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mg/dL","numeric",""
"50044-7","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among female population","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mL/min/{1.73_m2}","numeric",""
"48642-3","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among non black population","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mL/min/{1.73_m2}","numeric",""
"48643-1","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)/1.73 sq M among black population","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mL/min/{1.73_m2}","numeric",""
"1759-0","Albumin/Globulin [Mass Ratio] in Serum or Plasma","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","{ratio}","numeric",""
"10834-0","Globulin [Mass/volume] in Serum by calculation","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","g/L","numeric",""
"33914-3","Glomerular filtration rate [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)/1.73 sq M","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mL/min/{1.73_m2}","numeric",""
"88294-4","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)/1.73 sq M among non black population","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mL/min/{1.73_m2}","numeric",""
"88293-6","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)/1.73 sq M among black population","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mL/min/{1.73_m2}","numeric",""
"62238-1","Glomerular filtration rate [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI)/1.73 sq M","24323-8","Comprehensive metabolic 2000 panel - Serum or Plasma","lab","mL/min/{1.73_m2}","numeric",""
"1751-7","Albumin [Mass/volume] in Serum or Plasma","24325-3","Hepatic function 2000 panel - Serum or Plasma","lab","g/dL","numeric",""
"1975-2","Bilirubin.total [Mass/volume] in Serum or Plasma","24325-3","Hepatic function 2000 panel - Serum or Plasma","lab","mg/dL","numeric",""
"1968-7","Bilirubin.direct [Mass/volume] in Serum or Plasma","24325-3","Hepatic function 2000 panel - Serum or Plasma","lab","mg/dL","numeric",""
"6768-6","Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma","24325-3","Hepatic function 2000 panel - Serum or Plasma","lab","U/L","numeric",""
"2885-2","Protein [Mass/volume] in Serum or Plasma","24325-3","Hepatic function 2000 panel - Serum or Plasma","lab","g/dL","numeric",""
"1742-6","Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma","24325-3","Hepatic function 2000 panel - Serum or Plasma","lab","U/L","numeric",""
"1920-8","Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma","24325-3","Hepatic function 2000 panel - Serum or Plasma","lab","U/L","numeric",""
"2028-9","Carbon dioxide, total [Moles/volume] in Serum or Plasma","24326-1","Electrolytes 1998 panel - Serum or Plasma","lab","mmol/L","numeric",""
"2075-0","Chloride [Moles/volume] in Serum or Plasma","24326-1","Electrolytes 1998 panel - Serum or Plasma","lab","mmol/L","numeric",""
"2823-3","Potassium [Moles/volume] in Serum or Plasma","24326-1","Electrolytes 1998 panel - Serum or Plasma","lab","mmol/L","numeric",""
"2951-2","Sodium [Moles/volume] in Serum or Plasma","24326-1","Electrolytes 1998 panel - Serum or Plasma","lab","mmol/L","numeric",""
"33037-3","Anion gap in Serum or Plasma by calculation","24326-1","Electrolytes 1998 panel - Serum or Plasma","lab","mmol/L","numeric",""
"1963-8","Bicarbonate [Moles/volume] in Serum or Plasma","24326-1","Electrolytes 1998 panel - Serum or Plasma","lab","mmol/L","numeric",""
"2093-3","Cholesterol [Mass/volume] in Serum or Plasma","24331-1","Lipid 1996 panel - Serum or Plasma","lab","mg/dL","numeric",""
"2085-9","Cholesterol in HDL [Mass/volume] in Serum or Plasma","24331-1","Lipid 1996 panel - Serum or Plasma","lab","mg/dL","numeric",""
"13457-7","Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation","24331-1","Lipid 1996 panel - Serum or Plasma","lab","mg/dL","numeric",""
"2571-8","Triglyceride [Mass/volume] in Serum or Plasma","24331-1","Lipid 1996 panel - Serum or Plasma","lab","mg/dL","numeric",""
"13458-5","Cholesterol in VLDL [Mass/volume] in Serum or Plasma by calculation","24331-1","Lipid 1996 panel - Serum or Plasma","lab","mg/dL","numeric",""
"9830-1","Cholesterol.total/Cholesterol in HDL [Mass Ratio] in Serum or Plasma","24331-1","Lipid 1996 panel - Serum or Plasma","lab","{ratio}","numeric",""
"11054-4","Cholesterol in LDL/Cholesterol in HDL [Mass Ratio] in Serum or Plasma","24331-1","Lipid 1996 panel - Serum or Plasma","lab","{ratio}","numeric",""
"2885-2","Protein [Mass/volume] in Serum or Plasma","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","g/dL","numeric",""
"2862-1","Albumin [Mass/volume] in Serum or Plasma by Electrophoresis","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","g/dL","numeric",""
"13980-8","Albumin/Protein.total in Serum or Plasma by Electrophoresis","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","%","numeric",""
"2865-4","Alpha 1 globulin [Mass/volume] in Serum or Plasma by Electrophoresis","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","g/dL","numeric",""
"13978-2","Alpha 1 globulin/Protein.total in Serum or Plasma by Electrophoresis","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","%","numeric",""
"2868-8","Alpha 2 globulin [Mass/volume] in Serum or Plasma by Electrophoresis","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","g/dL","numeric",""
"13981-6","Alpha 2 globulin/Protein.total in Serum or Plasma by Electrophoresis","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","%","numeric",""
"2871-2","Beta globulin [Mass/volume] in Serum or Plasma by Electrophoresis","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","g/dL","numeric",""
"13982-4","Beta globulin/Protein.total in Serum or Plasma by Electrophoresis","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","%","numeric",""
"2874-6","Gamma globulin [Mass/volume] in Serum or Plasma by Electrophoresis","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","g/dL","numeric",""
"13983-2","Gamma globulin/Protein.total in Serum or Plasma by Electrophoresis","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","%","numeric",""
"33358-3","Protein.monoclonal [Mass/volume] in Serum or Plasma by Electrophoresis","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","g/dL","numeric",""
"33647-9","Protein.monoclonal/Protein.total in Serum or Plasma by Electrophoresis","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","%","numeric",""
"12851-2","Protein Fractions [Interpretation] in Serum or Plasma by Electrophoresis","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","","text",""
"1759-0","Albumin/Globulin [Mass Ratio] in Serum or Plasma","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","{ratio}","numeric",""
"10834-0","Globulin [Mass/volume] in Serum by calculation","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","g/L","numeric",""
"13348-8","Monoclonal band observed [Identifier] in Serum or Plasma","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","","text",""
"32733-8","Beta 2 globulin/Protein.total in Serum or Plasma by Electrophoresis","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","%","numeric",""
"32732-0","Beta 1 globulin/Protein.total in Serum or Plasma by Electrophoresis","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","%","numeric",""
"32731-2","Beta 2 globulin [Mass/volume] in Serum or Plasma by Electrophoresis","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","g/dL","numeric",""
"32730-4","Beta 1 globulin [Mass/volume] in Serum or Plasma by Electrophoresis","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","g/dL","numeric",""
"49280-1","Lipoprotein fractions [Interpretation] in Serum or Plasma by Electrophoresis Narrative","24351-9","Protein electrophoresis panel - Serum or Plasma","lab","","long_text",""
"2345-7","Glucose [Mass/volume] in Serum or Plasma","24353-5","Glucose tolerance 2 hours gestational panel - Urine and Serum or Plasma","lab","mg/dL","numeric",""
"20438-8","Glucose [Mass/volume] in Serum or Plasma --1 hour post dose glucose","24353-5","Glucose tolerance 2 hours gestational panel - Urine and Serum or Plasma","lab","mg/dL","numeric",""
"20436-2","Glucose [Mass/volume] in Serum or Plasma --2 hours post dose glucose","24353-5","Glucose tolerance 2 hours gestational panel - Urine and Serum or Plasma","lab","mg/dL","numeric",""
"12235-8","Microscopic observation [Identifier] in Urine sediment by Light microscopy","24356-8","Urinalysis complete panel - Urine","lab","","text",""
"11279-7","Urine sediment comments by Light microscopy Narrative","24356-8","Urinalysis complete panel - Urine","lab","","long_text",""
"9842-6","Casts [#/area] in Urine sediment by Microscopy low power field","24356-8","Urinalysis complete panel - Urine","lab","/[LPF]","numeric",""
"5820-6","WBC casts [#/area] in Urine sediment by Microscopy low power field","24356-8","Urinalysis complete panel - Urine","lab","/[LPF]","numeric",""
"5819-8","Waxy casts [#/area] in Urine sediment by Microscopy low power field","24356-8","Urinalysis complete panel - Urine","lab","/[LPF]","numeric",""
"5807-3","RBC casts [#/area] in Urine sediment by Microscopy low power field","24356-8","Urinalysis complete panel - Urine","lab","/[LPF]","numeric",""
"5796-8","Hyaline casts [#/area] in Urine sediment by Microscopy low power field","24356-8","Urinalysis complete panel - Urine","lab","/[LPF]","numeric",""
"5793-5","Granular casts [#/area] in Urine sediment by Microscopy low power field","24356-8","Urinalysis complete panel - Urine","lab","/[LPF]","numeric",""
"5789-3","Fatty casts [#/area] in Urine sediment by Microscopy low power field","24356-8","Urinalysis complete panel - Urine","lab","/[LPF]","numeric",""
"5786-9","Epithelial casts [#/area] in Urine sediment by Microscopy low power field","24356-8","Urinalysis complete panel - Urine","lab","/[LPF]","numeric",""
"53128-5","Bacterial casts [#/area] in Urine sediment by Microscopy low power field","24356-8","Urinalysis complete panel - Urine","lab","/[LPF]","numeric",""
"38995-7","Mixed cellular casts [#/area] in Urine sediment by Microscopy low power field","24356-8","Urinalysis complete panel - Urine","lab","/[LPF]","numeric",""
"33393-0","Coarse Granular Casts [#/area] in Urine sediment by Microscopy low power field","24356-8","Urinalysis complete panel - Urine","lab","/[LPF]","numeric",""
"33019-1","Pseudocasts [#/area] in Urine sediment by Microscopy low power field","24356-8","Urinalysis complete panel - Urine","lab","/[LPF]","numeric",""
"32680-1","Fine Granular Casts [#/area] in Urine sediment by Microscopy low power field","24356-8","Urinalysis complete panel - Urine","lab","/[LPF]","numeric",""
"18487-9","Broad casts [#/area] in Urine sediment by Microscopy low power field","24356-8","Urinalysis complete panel - Urine","lab","/[LPF]","numeric",""
"58436-7","Casts [Type] in Urine sediment by Light microscopy","24356-8","Urinalysis complete panel - Urine","lab","","text",""
"33784-0","Bacterial casts [Presence] in Urine sediment by Light microscopy","24356-8","Urinalysis complete panel - Urine","lab","","ordinal",""
"31999-6","Broad casts [Presence] in Urine sediment by Light microscopy","24356-8","Urinalysis complete panel - Urine","lab","","ordinal",""
"25157-9","Epithelial casts [Presence] in Urine sediment by Light microscopy","24356-8","Urinalysis complete panel - Urine","lab","","ordinal",""
"25159-5","Fatty casts [Presence] in Urine sediment by Light microscopy","24356-8","Urinalysis complete panel - Urine","lab","","ordinal",""
"25160-3","Granular casts [Presence] in Urine sediment by Light microscopy","24356-8","Urinalysis complete panel - Urine","lab","","ordinal",""
"32175-2","Coarse Granular Casts [Presence] in Urine sediment by Light microscopy","24356-8","Urinalysis complete panel - Urine","lab","","ordinal",""
"32176-0","Fine Granular Casts [Presence] in Urine sediment by Light microscopy","24356-8","Urinalysis complete panel - Urine","lab","","ordinal",""
"34174-3","Hemoglobin casts [Presence] in Urine sediment by Light microscopy","24356-8","Urinalysis complete panel - Urine","lab","","ordinal",""
"25162-9","Hyaline casts [Presence] in Urine sediment by Light microscopy","24356-8","Urinalysis complete panel - Urine","lab","","ordinal",""
"33825-1","WBC casts [Presence] in Urine sediment by Light microscopy","24356-8","Urinalysis complete panel - Urine","lab","","ordinal",""
"34173-5","Mixed cellular casts [Presence] in Urine sediment by Light microscopy","24356-8","Urinalysis complete panel - Urine","lab","","ordinal",""
"53976-7","Pseudocasts [Presence] in Urine sediment by Light microscopy","24356-8","Urinalysis complete panel - Urine","lab","","ordinal",""
"33862-4","Waxy casts [Presence] in Urine sediment by Light microscopy","24356-8","Urinalysis complete panel - Urine","lab","","ordinal",""
"24124-0","Casts [Presence] in Urine sediment by Light microscopy","24356-8","Urinalysis complete panel - Urine","lab","","ordinal",""
"33804-6","RBC casts [Presence] in Urine sediment by Light microscopy","24356-8","Urinalysis complete panel - Urine","lab","","ordinal",""
"32150-5","Urate crystals amorphous [#/area] in Urine sediment by Microscopy high power field","24356-8","Urinalysis complete panel - Urine","lab","/[HPF]","numeric",""
"46138-4","Urate crystals [#/area] in Urine sediment by Microscopy high power field","24356-8","Urinalysis complete panel - Urine","lab","/[HPF]","numeric",""
"53119-4","Tyrosine crystals [#/area] in Urine sediment by Microscopy high power field","24356-8","Urinalysis complete panel - Urine","lab","/[HPF]","numeric",""
